# id:3-3--3 
-0.72,-0.05,1
-0.93,-0.06,1
0.31,0.19,1
0.19,0.89,-1
-0.98,0.78,1
0.66,0.41,1
-0.94,-0.52,1
-0.75,-0.69,1
-0.19,0.98,-1
0.3,0,-1
-0.22,0.28,-1
-0.93,0.35,1
-0.63,-0.34,1
-0.74,0.86,-1
0.36,0.89,-1
-0.61,0.54,-1
0.9,0.61,1
0.87,0.87,-1
-0.13,-0.32,1
0.07,0.99,-1
0.63,-0.24,1
0.14,-0.17,1
0.6,0.21,1
0.25,0.48,-1
-0.23,-0.16,1
-0.93,0.23,1
-0.21,0.13,-1
0.99,0,1
0.5,0.87,-1
-0.02,-0.06,1
0.47,-0.44,1
0.24,0.71,-1
-0.65,0.31,1
-0.86,-0.45,1
0.78,0.33,1
0.3,0.41,-1
-0.64,-0.81,1
0.03,-0.82,1
0.56,0.68,-1
-0.23,-0.34,1
0.97,-0.88,1
0.92,0.37,1
-0.31,0.72,-1
-0.32,0.87,-1
-0.85,0.64,1
-0.55,-0.06,1
0.99,0.3,1
-0.35,-0.67,1
-0.7,0.9,-1
0.84,-0.34,1
-0.7,-0.37,1
0.33,-0.46,1
-0.94,0.24,1
-0.89,0.92,-1
-0.29,-0.93,1
-0.36,-0.47,1
0.98,-0.49,1
0.5,0.17,1
0.21,0.48,-1
-0.4,0.31,-1
-0.35,0.62,-1
-0.17,-0.06,1
-0.63,0.01,1
0.63,0.13,1
-0.25,0.84,-1
0.51,-0.52,1
0.22,-0.55,1
-0.78,0.96,-1
0.56,0.16,1
-0.21,0.77,-1
-0.31,-0.59,1
0.22,0.24,-1
-0.72,0.61,-1
-0.42,0.24,1
-0.2,0.99,-1
0.1,0.5,-1
0.92,-0.29,1
0.26,-0.06,1
0.76,-0.51,1
0.74,0.29,1
0.03,0.98,-1
0.94,0.19,1
0.79,0.48,1
-0.35,-0.95,1
-0.37,-0.14,1
-0.55,0.96,-1
-0.24,0.87,-1
0.51,0.12,1
-0.79,-0.12,1
-0.92,-0.38,1
0.72,0.66,-1
0.77,0.6,-1
0.06,0.39,-1
0.97,-0.97,1
-0.89,-0.34,1
-0.76,0.12,1
0.89,0.88,-1
-0.77,0.39,1
0.52,0.61,-1
0.31,0.7,-1
-0.62,0.42,-1
0.44,0.19,-1
0.69,-0.75,1
0.41,-0.79,1
0.18,-0.67,1
0.83,-0.43,1
-0.59,-0.54,1
-0.12,-0.31,1
-0.54,-0.79,1
-0.06,0.52,-1
-0.97,0.9,1
-0.21,0.33,-1
0.14,0.01,1
-0.13,-0.59,1
-0.37,0.6,-1
0.07,0.42,-1
-0.38,0.84,-1
-0.96,-0.29,1
-0.13,0.18,-1
0.3,-0.89,1
0.43,-0.86,1
-0.03,-0.07,-1
0.7,-0.93,1
-0.32,-0.06,1
0.88,0.58,1
0.41,-0.36,1
0.52,0.26,-1
-0.92,0.31,1
0.34,-0.83,1
-0.2,0.48,-1
0.79,-0.1,1
-0.33,0.87,-1
-0.12,0.56,-1
-0.9,-0.76,1
0.75,-0.88,1
-0.01,0.53,-1
0.65,0.05,1
-0.85,0.13,1
0.37,-0.53,1
0.76,0.28,1
-0.73,0.06,1
-0.07,0.73,-1
-0.48,-0.39,1
-0.82,-0.29,1
-0.21,-0.55,1
-0.02,0.44,-1
0.81,0.09,1
0.91,0.25,1
0.31,-0.39,1
-0.11,-0.63,1
0.95,-0.36,1
0.91,0.57,1
0.73,-0.91,1
0.11,-0.73,1
-0.26,0.07,1
-0.52,-0.96,1
0.76,0.86,-1
-0.92,0.76,1
0.55,0.07,1
0.47,0.96,-1
-0.33,0.91,-1
-0.06,0.82,-1
-0.07,0.54,-1
0.53,-0.35,1
-0.16,0.4,-1
-0.4,0.88,-1
0.82,0.64,-1
-0.89,0.73,1
0.66,0.27,1
0.82,-0.26,1
-0.67,0.42,1
0.51,-0.65,1
-0.76,0.29,1
0.08,-0.19,1
-0.82,0.66,-1
-0.64,-0.74,1
-0.41,-0.93,1
-0.33,-0.82,1
-0.49,0.85,-1
0.42,0.66,-1
-0.72,1,-1
0.05,0.5,-1
0.63,0.75,-1
0.75,-0.18,1
-0.48,0.01,1
-0.31,0.37,-1
-0.27,0.97,-1
-0.58,-0.36,1
0.83,0.15,1
-0.49,-0.43,1
0.93,-0.15,1
-0.24,0.91,-1
0.95,0.53,1
-0.59,0.28,1
0.71,0.8,-1
-0.36,-0.52,1
0.85,0.22,1
0.13,0.64,-1
-0.41,0.47,-1
0.91,0.98,-1
-0.13,0.91,-1
0.83,-0.34,1
-0.72,-0.39,1
-0.51,0.03,1
0.51,-0.27,1
0.54,0.38,1
-0.06,0.22,-1
-0.69,-0.65,1
-0.69,-0.06,1
0.47,-0.15,1
0.19,0.72,-1
0.77,0.55,-1
-0.75,0.84,-1
-0.75,-0.68,1
0.54,0.84,-1
-0.39,0.38,-1
-0.83,-0.69,1
-0.05,-0.37,1
0.37,-0.06,1
0.26,-0.6,1
0.12,0.6,-1
-0.11,0.37,-1
0.32,0.62,-1
-0.63,0.87,-1
-0.55,0.41,-1
0.26,-0.98,1
0.45,-0.81,1
-0.14,0.15,-1
-0.38,-0.49,1
0.33,0.78,-1
-0.11,-0.11,1
-0.84,0.78,1
-0.01,0.1,-1
0.65,0.47,-1
-0.37,0.92,-1
0.44,0.18,-1
0.63,-0.38,1
-0.87,0.49,1
0.27,-0.9,1
0.35,0.44,-1
0.83,-0.68,1
0.9,-0.52,1
0.33,0.47,-1
-0.63,0.12,1
0.29,0.75,-1
0.61,0.19,1
0.96,-0.18,1
-0.51,-0.04,1
-0.83,-0.78,1
-0.63,0.58,-1
-0.65,0.4,-1
0.22,0.29,-1
0.86,-0.39,1
0.6,-0.02,1
-0.2,-0.73,1
0.93,0.88,-1
-0.77,0.83,-1
0.16,-0.69,1
0.58,-0.51,1
-0.91,-0.13,1
-0.95,0.22,1
-0.66,-0.57,1
0.11,-0.71,1
0.36,0.89,-1
-0.29,-0.32,1
0.82,-0.39,1
-0.89,-0.16,1
0.22,-1,1
0.29,0.58,-1
0.58,0.68,-1
0.44,0.74,-1
-0.3,-0.93,1
0.25,0.19,-1
-0.6,-0.46,1
-0.46,0.26,-1
-0.05,0.07,-1
0.23,0.18,-1
0.34,-0.6,1
0.77,0.69,-1
-0.32,0.27,-1
-0.53,-0.29,1
0.48,0.41,-1
-0.08,-0.35,1
-0.36,0.05,-1
-0.75,0.59,1
-0.45,-0.47,1
0.47,0.77,-1
0.22,0.11,-1
-0.03,-0.13,1
-0.71,0.56,1
0.3,-0.97,1
-0.98,0.51,1
-0.16,-0.58,1
-0.17,0.07,-1
0.37,0.33,-1
0.16,0.89,-1
-0.98,0.35,1
-0.93,-0.44,1
-0.48,0.54,-1
-0.34,0.83,-1
-0.93,0.13,1
-0.82,0.16,1
0.71,1,-1
0.89,-0.18,1
0.12,-0.81,1
0.94,0.35,1
0.29,0.37,-1
-0.59,0.45,-1
-0.36,0.97,-1
0.75,-0.37,1
-0.59,-0.3,1
0.11,-0.11,1
0.32,-0.4,1
0.96,-0.52,1
0.66,0.6,-1
-0.31,0.54,-1
0.61,-0.17,1
0.88,0.25,1
-0.3,0.89,-1
0.07,0.64,-1
0.26,-0.95,1
-0.42,0.16,1
0.05,-0.52,1
0.52,-0.57,1
-0.2,-0.91,1
-0.72,-0.22,1
0.11,-0.61,1
0.31,-0.73,1
-0.05,-0.02,-1
-0.43,-0.96,1
-0.19,0.31,-1
0.77,0.89,-1
0.61,-0.07,1
-0.96,-0.55,1
-0.02,0.26,-1
0.51,0.54,-1
0.58,-0.35,1
-0.53,0.96,-1
-0.39,-0.09,1
-0.37,0.48,-1
-0.7,-0.71,1
-0.99,-0.95,1
-0.11,0.67,-1
-0.75,0.72,-1
-0.97,-0.31,1
0.92,-0.8,1
-0.43,0.78,-1
0.63,-0.76,1
-0.05,-0.15,1
0.25,0.49,-1
0.6,0.79,-1
0.24,0.81,-1
-0.23,-0.3,1
0.24,-0.05,1
-0.85,-0.02,1
-0.68,-0.1,1
-0.97,0.47,1
-0.62,0.1,1
-0.3,-0.96,1
0.93,0.3,1
-0.37,-0.11,1
0.63,-0.88,1
-0.32,-0.1,1
0.41,-0.87,1
0.86,-0.72,1
-0.02,-0.39,1
-0.69,-0.36,1
0.42,0.03,1
-0.24,0.73,-1
-0.05,0.65,-1
-0.38,-0.72,1
-0.92,0.91,1
0.35,-0.41,1
0.31,-1,1
-0.79,0.86,-1
-0.9,-0.16,1
-0.11,0.15,-1
0.15,-0.43,1
-0.49,0.34,-1
0.92,-0.72,1
-0.39,-0.09,1
-0.8,0,1
0.92,-0.66,1
-0.46,0.66,-1
0.29,0.87,-1
-0.68,0.97,-1
0.98,-0.14,1
-0.75,-0.99,1
0.57,-0.48,1
-0.4,-0.57,1
0.28,0.04,-1
-0.76,0.25,1
0.12,0.17,-1
-0.42,0.71,-1
-0.96,-0.01,1
0.37,0.32,-1
0.52,0.29,-1
-0.17,0.55,-1
-0.29,0.11,-1
0.93,0.71,1
0.43,-0.01,1
0.85,0.24,1
0.27,-0.65,1
0.03,-0.07,-1
-0.55,-0.02,1
0.74,-0.66,1
-0.02,0.87,-1
0.1,-0.31,1
0.23,0.41,-1
0.88,0.33,1
-0.04,-0.24,1
0.08,-0.4,1
-0.56,0.87,-1
-0.02,-0.1,1
0.22,0.35,-1
-0.56,0.08,1
-0.01,-0.94,1
-0.17,0.16,-1
-0.79,-0.62,1
-0.3,-0.74,1
-0.11,0.22,-1
-0.94,-0.71,1
-0.52,-0.26,1
0.24,0.73,-1
-0.06,-0.06,1
0.62,0.38,1
-0.36,-0.63,1
0.53,0.2,-1
0.11,0.41,-1
-0.91,-0.9,1
-0.6,0,1
0.48,0.06,1
0.15,0.54,-1
-0.31,-0.22,1
0.13,0.72,-1
-0.09,0.34,-1
0.77,0.98,-1
-0.31,0.51,-1
-0.23,-0.39,1
0.24,-0.3,1
0.97,0.11,1
0.92,-0.41,1
-0.84,0.74,1
0.15,-0.58,1
0.87,0.56,1
0.53,-0.54,1
-0.44,-0.77,1
0.98,-0.07,1
-0.41,0.7,-1
-0.39,-0.07,1
-0.26,-0.1,1
0.88,-0.19,1
-0.95,-0.03,1
0.79,-0.88,1
-0.71,1,-1
-0.48,0.53,-1
-0.92,-0.92,1
0.63,-0.94,1
-0.32,-0.35,1
-0.66,0.27,1
-0.28,-1,1
-0.81,0.89,-1
-0.74,0.94,-1
-0.93,0.73,1
-0.7,-0.99,1
-0.91,-0.47,1
-0.65,-0.38,1
-0.15,-0.76,1
-0.74,-0.07,1
0.38,0.28,-1
0.42,1,-1
-0.64,-0.81,1
-0.88,-0.54,1
-0.15,-0.47,1
0.71,-0.16,1
-0.44,-0.06,1
-0.06,0.29,-1
0.41,-0.87,1
0.94,-0.6,1
0.12,0.78,-1
0.57,0.2,1
-0.98,0.57,1
-0.65,0.69,-1
-0.37,-0.47,1
-0.37,-0.76,1
-0.35,-0.2,1
0.2,0.75,-1
-0.64,0.15,1
0.78,0.09,1
-0.88,-0.8,1
0.75,0.77,-1
0.36,0.79,-1
0.16,-0.86,1
0.42,-0.22,1
-0.79,0.42,1
0.85,-0.94,1
-0.58,0.27,1
-0.72,0.63,-1
-0.72,0.41,1
-0.31,0.53,-1
-0.13,0.27,-1
-0.75,-0.38,1
0.21,0.79,-1
0.86,0.2,1
0.03,0.42,-1
-0.55,0.27,-1
-0.33,0.7,-1
-0.36,0.98,-1
0.76,-0.74,1
0.96,-0.05,1
-0.65,0.83,-1
-0.48,-0.92,1
-0.52,0.29,1
-0.42,0.15,1
0.48,-0.82,1
0.78,-0.37,1
-0.86,0.31,1
0.78,0.96,-1
0.04,0.71,-1
0.71,0.66,-1
0.91,-1,1
0.36,-0.47,1
0.45,0.01,1
0.31,0.6,-1
-0.63,0.07,1
-0.14,-0.16,1
-0.38,-0.01,1
-0.93,-0.23,1
0.5,0.82,-1
0.19,0.53,-1
0.83,0.43,1
-0.71,-0.22,1
-0.17,-0.77,1
-0.33,0.54,-1
0.65,0.92,-1
-0.18,-0.23,1
-0.38,0.4,-1
0.74,0.47,1
-0.2,-0.03,1
0.57,-0.85,1
1,0.99,1
-0.58,-0.73,1
0.38,0.11,1
0.35,0.78,-1
-0.1,0.43,-1
0.53,-0.76,1
0,-0.13,1
0.47,-0.4,1
-0.3,0.4,-1
0.75,-0.03,1
-0.68,-0.04,1
-0.69,0.38,1
0.1,-0.24,1
-0.9,-0.9,1
-0.35,0.01,1
0.11,-0.46,1
-0.66,0.55,-1
-0.02,0.01,1
0.07,0.71,-1
-0.87,0.46,1
0.36,0.78,-1
-0.44,-0.91,1
-0.95,0.2,1
-0.35,0.3,-1
0.02,0.96,-1
-0.18,0.07,-1
-0.13,0.42,-1
0.79,-0.61,1
0.3,0.47,-1
-0.79,0.6,-1
-0.91,-0.04,1
-0.06,0.53,-1
0.16,0.58,-1
-0.85,-0.78,1
0.25,0.25,-1
0.36,-0.94,1
-0.99,-0.07,1
-0.79,-0.28,1
0.43,-0.99,1
-0.65,-0.77,1
-0.27,-0.68,1
-0.1,0.27,-1
0.16,-0.57,1
-0.39,-0.42,1
0.37,0.84,-1
-0.92,0.19,1
0.87,0.21,1
0.06,0.43,-1
-0.35,-0.15,1
0.71,0.21,1
-0.65,0.95,-1
0.97,-0.16,1
0.09,-1,1
0.8,-0.38,1
-0.27,0.99,-1
-0.1,-0.93,1
0.14,0.94,-1
-0.68,0,1
-0.79,0.66,-1
-0.88,0.36,1
-0.73,0.72,-1
-0.26,0.68,-1
-0.52,-0.23,1
-0.35,-0.44,1
0.4,0.3,-1
0.99,-0.8,1
0.77,0.35,1
-0.25,0.67,-1
0.16,0.88,-1
-0.57,-1,1
-0.09,-0.73,1
0.33,0.01,1
-0.41,0.49,-1
0.87,-0.87,1
0.75,0.54,1
0.63,0.52,-1
0.57,0.28,1
0.46,-0.98,1
-0.66,0.19,1
-0.12,0.62,-1
-0.22,-0.48,1
-0.61,0.86,-1
0.69,-0.55,1
0.75,-0.69,1
-0.64,-0.94,1
-0.72,0.69,-1
-0.6,0.26,-1
0.87,-0.29,1
-0.01,0.05,1
0.99,0.94,1
-0.01,-0.28,1
-0.75,0.12,1
-0.47,-0.2,1
-0.7,-0.46,1
-0.8,-0.09,1
0.64,0.19,1
-0.41,0.6,-1
-0.18,0.46,-1
0.09,-0.56,1
-0.47,-0.57,1
0.6,0.42,1
0.2,0.68,-1
-0.35,-0.8,1
-0.45,-0.49,1
-0.24,-0.29,1
0.05,-0.65,1
0.01,-0.05,1
-0.77,0.77,-1
-0.84,-0.14,1
0.15,0.39,-1
-0.94,-0.01,1
0.71,-0.82,1
-0.53,-0.17,1
-0.97,0.38,1
-0.86,-0.86,1
0.16,0.19,-1
0.37,-0.8,1
0.18,-0.57,1
-0.57,-0.4,1
-0.87,0.75,1
-0.74,0.82,-1
0.82,0.53,1
0.04,1,-1
-0.54,-0.98,1
-0.6,-0.84,1
0.05,0.33,-1
-0.95,-0.3,1
1,0.88,1
0.72,-0.69,1
-0.72,-0.55,1
-0.76,-0.28,1
0.2,-0.47,1
-0.67,0.57,-1
-0.71,-0.97,1
0.64,-0.56,1
0.13,0.49,-1
0.82,0.55,1
-0.3,0.54,-1
-0.98,0.25,1
0.95,0.54,1
0.61,0.79,-1
0.09,-0.02,1
-0.91,0.31,1
0.09,0.61,-1
-0.9,0.25,1
0.3,-0.62,1
0.81,-0.8,1
0.03,-0.1,1
-0.88,-0.07,1
0.54,-0.13,1
0.4,-0.52,1
0.98,0.57,1
0.08,0.66,-1
0.76,-0.25,1
-0.53,-0.15,1
0.64,-0.85,1
-0.72,0.97,-1
-0.53,-0.01,1
-0.8,0.12,1
0.19,-0.35,1
0.72,-0.95,1
-0.98,-0.98,1
0.32,0.1,-1
0.92,-0.14,1
-0.88,0.34,1
0.59,-0.03,1
0.43,0.25,-1
0.47,0.73,-1
-0.59,0.93,-1
-0.72,0.12,1
0.03,-0.17,1
-0.75,-0.15,1
0.05,-0.84,1
0.51,-0.92,1
-0.29,-0.79,1
-0.23,0.81,-1
-0.02,0.23,-1
0.15,-0.31,1
-0.69,0.11,1
-0.41,0.39,-1
0.53,-0.59,1
-0.5,-0.34,1
0.51,0.72,-1
0.62,0.22,1
-0.42,0.94,-1
-0.11,-0.3,1
-0.83,0.69,-1
-0.3,-0.16,1
-0.04,0.15,-1
0.14,0.75,-1
-0.57,0.27,-1
-0.45,0.78,-1
0.54,0.28,-1
-0.32,-0.1,1
0.91,0.48,1
0.36,-0.63,1
-0.39,-0.46,1
0.09,0.25,-1
-0.74,-0.8,1
-0.46,0.34,-1
-0.8,0.77,-1
-0.72,-0.68,1
0.03,0.86,-1
0.49,-0.47,1
0.16,-0.56,1
-0.23,0.81,-1
0.08,-0.59,1
0.07,0.5,-1
0.91,0.77,1
0.9,-0.7,1
0.63,-0.49,1
-0.38,-0.2,1
0.39,0.83,-1
0.45,0.31,-1
-0.61,-0.53,1
-0.17,0.24,-1
0.64,-0.69,1
-0.01,0.39,-1
0.59,0.29,-1
-0.61,0.18,1
-0.47,-0.2,1
-0.55,0.43,-1
-0.31,-0.18,1
-0.21,-0.74,1
0.42,-0.34,1
-0.5,0.49,-1
0.39,0.12,1
-0.31,-0.9,1
0.49,0.7,-1
-0.96,-0.92,1
-0.09,-0.38,1
-0.72,0.07,1
-0.54,0.77,-1
-0.54,-0.45,1
0.77,0.97,-1
0.56,-0.53,1
-0.42,0.87,-1
0.93,-0.45,1
-0.35,-0.97,1
-0.33,-0.92,1
0.88,-0.01,1
0.89,0.28,1
0.32,0.74,-1
0.58,-0.81,1
-0.91,0.97,-1
0.28,0.52,-1
0.96,-0.91,1
0.75,-0.99,1
0.65,-0.33,1
0.24,0.34,-1
-0.08,0.22,-1
0.22,0.1,-1
-0.4,-0.58,1
0.74,1,-1
0.42,-0.91,1
0.07,0.38,-1
0.2,0.33,-1
0.19,0.07,-1
0.73,-0.29,1
-0.71,0.95,-1
-0.06,-0.14,1
-0.42,-0.92,1
0.51,-0.32,1
-0.85,-0.59,1
0.01,0.84,-1
0.82,-0.09,1
-0.85,-0.89,1
-0.42,0.3,-1
0.03,0.03,1
-0.85,0.32,1
-0.39,-0.74,1
-0.71,-0.15,1
0.07,-0.65,1
-0.74,-0.49,1
0.46,0.52,-1
-0.25,0.34,-1
0.42,0.49,-1
0.4,-0.94,1
-0.55,0.1,1
-0.79,0.25,1
0.93,0.87,-1
-0.51,-0.85,1
0.16,0.22,-1
-0.51,0.49,-1
-0.75,-0.05,1
0.86,0.7,1
